weather_id,date,hour,temperature_c,precipitation_mm,wind_kmh,visibility_m,cloud_cover,condition
WTH_00007923,2025-11-27,3,15.4,0.0,18.6,10601.0,0.03,clear
WTH_00007924,2025-11-27,4,18.2,0.0,6.8,11973.0,0.34,clear
WTH_00007925,2025-11-27,5,17.0,0.0,9.5,6834.0,0.38,clear
WTH_00007926,2025-11-27,6,15.1,0.0,6.8,1038.0,0.52,fog
WTH_00007927,2025-11-27,7,16.2,0.0,5.7,6925.0,0.23,clear
WTH_00007928,2025-11-27,8,16.2,0.0,2.0,9301.0,0.03,clear
WTH_00007929,2025-11-27,9,11.7,0.0,5.1,8491.0,0.51,clear
WTH_00007930,2025-11-27,10,14.5,0.0,12.4,8289.0,0.25,clear
WTH_00007931,2025-11-27,11,9.0,0.0,7.7,7950.0,0.36,clear
WTH_00007932,2025-11-27,12,11.5,7.37,15.8,1322.0,0.62,rain
WTH_00007933,2025-11-27,13,10.4,0.0,19.6,11199.0,0.14,clear
WTH_00007934,2025-11-27,14,10.7,0.0,5.0,10978.0,0.43,clear
WTH_00007935,2025-11-27,15,7.8,0.0,18.1,8903.0,0.63,cloudy
WTH_00007936,2025-11-27,16,9.2,0.0,9.3,8723.0,0.05,clear
WTH_00007937,2025-11-27,17,7.8,0.0,19.8,10880.0,0.39,clear
WTH_00007938,2025-11-27,18,11.1,0.0,22.9,10137.0,0.49,clear
WTH_00007939,2025-11-27,19,17.0,0.0,3.8,9256.0,0.64,cloudy
WTH_00007940,2025-11-27,20,13.4,0.0,20.1,11692.0,0.08,clear
WTH_00007941,2025-11-27,21,16.8,0.0,5.2,8438.0,0.27,clear
WTH_00007942,2025-11-27,22,15.3,0.0,1.3,7649.0,0.62,cloudy
WTH_00007943,2025-11-27,23,16.4,0.0,23.6,8825.0,0.49,clear
WTH_00007944,2025-11-28,0,14.4,0.0,16.7,6008.0,0.11,clear
WTH_00007945,2025-11-28,1,17.9,0.0,27.7,8655.0,0.13,clear
WTH_00007946,2025-11-28,2,17.6,0.0,8.3,10603.0,0.33,clear
WTH_00007947,2025-11-28,3,15.0,0.0,4.9,8678.0,0.55,clear
WTH_00007948,2025-11-28,4,15.8,3.76,8.0,1751.0,1.0,rain
WTH_00007949,2025-11-28,5,19.2,0.0,10.5,7175.0,0.27,clear
WTH_00007950,2025-11-28,6,16.1,0.0,10.7,6724.0,0.21,clear
WTH_00007951,2025-11-28,7,13.3,0.0,8.6,8123.0,0.31,clear
WTH_00007952,2025-11-28,8,12.6,0.0,11.1,7944.0,0.6,cloudy
WTH_00007953,2025-11-28,9,15.4,0.0,11.6,10849.0,0.14,clear
WTH_00007954,2025-11-28,10,12.1,0.0,13.0,8737.0,0.74,cloudy
WTH_00007955,2025-11-28,11,11.3,0.0,8.4,7922.0,0.08,clear
WTH_00007956,2025-11-28,12,10.9,0.0,10.3,10630.0,0.26,clear
WTH_00007957,2025-11-28,13,15.2,0.0,5.1,7915.0,0.28,clear
WTH_00007958,2025-11-28,14,14.8,0.0,3.6,11467.0,0.41,clear
WTH_00007959,2025-11-28,15,11.1,0.0,12.6,10011.0,0.36,clear
WTH_00007960,2025-11-28,16,6.0,0.0,9.0,10089.0,0.48,clear
WTH_00007961,2025-11-28,17,9.8,0.0,1.7,9336.0,0.34,clear
WTH_00007962,2025-11-28,18,6.1,0.0,26.4,10362.0,0.24,clear
WTH_00007963,2025-11-28,19,12.2,0.0,17.9,8335.0,0.17,clear
WTH_00007964,2025-11-28,20,14.2,0.0,11.5,6521.0,0.42,clear
WTH_00007965,2025-11-28,21,17.9,0.0,9.0,10811.0,0.15,clear
WTH_00007966,2025-11-28,22,15.5,0.0,11.8,6150.0,0.36,clear
WTH_00007967,2025-11-28,23,14.4,0.0,12.4,9923.0,0.27,clear
WTH_00007968,2025-11-29,0,14.1,0.0,1.3,8925.0,0.44,clear
WTH_00007969,2025-11-29,1,16.1,0.0,4.8,10227.0,0.13,clear
WTH_00007970,2025-11-29,2,20.8,1.33,4.5,1535.0,0.62,rain
WTH_00007971,2025-11-29,3,19.4,0.0,3.6,11389.0,0.46,clear
WTH_00007972,2025-11-29,4,20.8,0.0,30.2,8990.0,0.16,clear
WTH_00007973,2025-11-29,5,14.2,0.0,0.4,10188.0,0.23,clear
WTH_00007974,2025-11-29,6,13.3,0.0,30.4,8005.0,0.54,clear
WTH_00007975,2025-11-29,7,14.7,0.0,2.6,8017.0,0.65,cloudy
WTH_00007976,2025-11-29,8,12.8,0.0,11.0,7054.0,0.14,clear
WTH_00007977,2025-11-29,9,10.7,0.0,2.9,8532.0,0.65,cloudy
WTH_00007978,2025-11-29,10,13.6,0.0,22.6,7347.0,0.35,clear
WTH_00007979,2025-11-29,11,14.6,0.0,4.1,7590.0,0.37,clear
WTH_00007980,2025-11-29,12,12.0,0.0,1.6,10154.0,0.17,clear
WTH_00007981,2025-11-29,13,9.9,0.0,13.7,8135.0,0.44,clear
WTH_00007982,2025-11-29,14,9.5,0.0,21.8,7395.0,0.09,clear
WTH_00007983,2025-11-29,15,8.9,0.0,22.8,6050.0,0.54,clear
WTH_00007984,2025-11-29,16,10.5,0.0,2.8,10533.0,0.41,clear
WTH_00007985,2025-11-29,17,9.7,0.0,6.4,10495.0,0.23,clear
WTH_00007986,2025-11-29,18,13.6,0.0,4.5,7530.0,0.34,clear
WTH_00007987,2025-11-29,19,11.8,0.0,9.5,6801.0,0.61,cloudy
WTH_00007988,2025-11-29,20,12.8,0.0,13.9,7269.0,0.11,clear
WTH_00007989,2025-11-29,21,13.5,0.0,19.8,11248.0,0.28,clear
WTH_00007990,2025-11-29,22,11.2,0.0,10.2,11045.0,0.09,clear
WTH_00007991,2025-11-29,23,14.4,1.71,10.0,2317.0,0.58,rain
WTH_00007992,2025-11-30,0,12.6,10.13,23.3,3795.0,0.63,storm
WTH_00007993,2025-11-30,1,21.2,3.56,20.0,1693.0,0.48,rain
WTH_00007994,2025-11-30,2,18.9,5.1,16.7,1664.0,0.42,rain
WTH_00007995,2025-11-30,3,16.6,3.8,23.6,1477.0,1.0,rain
WTH_00007996,2025-11-30,4,19.1,4.46,35.8,1254.0,0.78,rain
WTH_00007997,2025-11-30,5,17.4,6.08,31.6,2462.0,0.98,rain
WTH_00007998,2025-11-30,6,17.7,4.15,32.3,957.0,0.69,rain
WTH_00007999,2025-11-30,7,14.4,7.4,21.4,1391.0,0.8,rain
WTH_00008000,2025-11-30,8,17.3,3.64,17.2,2260.0,0.56,rain
WTH_00008001,2025-11-30,9,15.2,2.09,37.5,3718.0,0.72,rain
WTH_00008002,2025-11-30,10,12.9,7.49,24.1,861.0,1.0,rain
WTH_00008003,2025-11-30,11,12.8,8.27,20.5,2465.0,0.52,storm
WTH_00008004,2025-11-30,12,11.9,1.86,32.5,2838.0,0.46,rain
WTH_00008005,2025-11-30,13,10.2,4.57,24.7,2839.0,0.71,rain
WTH_00008006,2025-11-30,14,10.3,6.21,17.8,1503.0,1.0,rain
WTH_00008007,2025-11-30,15,7.6,8.05,25.8,2223.0,0.64,storm
WTH_00008008,2025-11-30,16,14.3,1.44,19.7,1179.0,0.59,rain
WTH_00008009,2025-11-30,17,12.1,4.1,20.8,3879.0,0.75,rain
WTH_00008010,2025-11-30,18,10.7,2.12,19.2,2546.0,1.0,rain
WTH_00008011,2025-11-30,19,13.2,12.3,23.2,2912.0,0.98,storm
WTH_00008012,2025-11-30,20,10.7,8.52,31.9,1990.0,0.63,storm
WTH_00008013,2025-11-30,21,16.1,8.6,26.5,3120.0,0.79,storm
WTH_00008014,2025-11-30,22,17.4,0.58,28.7,969.0,0.61,rain
WTH_00008015,2025-11-30,23,19.1,6.14,27.0,3897.0,0.73,rain
WTH_00008016,2025-12-01,0,6.3,0.0,20.9,9957.0,0.69,cloudy
WTH_00008017,2025-12-01,1,4.5,0.0,24.4,11642.0,0.41,clear
WTH_00008018,2025-12-01,2,7.2,0.0,4.2,7175.0,0.33,clear
WTH_00008019,2025-12-01,3,2.5,0.0,0.3,8814.0,0.3,clear
WTH_00008020,2025-12-01,4,3.1,0.0,12.1,9573.0,0.32,clear
WTH_00008021,2025-12-01,5,6.1,0.0,10.6,7132.0,0.21,clear
WTH_00008022,2025-12-01,6,5.3,0.0,13.9,512.0,0.27,fog
WTH_00008023,2025-12-01,7,4.3,4.66,30.1,3227.0,0.62,rain
WTH_00008024,2025-12-01,8,3.8,0.0,3.0,8767.0,0.38,clear
WTH_00008025,2025-12-01,9,3.4,0.0,0.2,6507.0,0.67,cloudy
WTH_00008026,2025-12-01,10,1.0,0.0,9.0,6458.0,0.44,clear
WTH_00008027,2025-12-01,11,-1.0,0.0,9.1,7312.0,0.54,clear
WTH_00008028,2025-12-01,12,-3.1,0.0,5.5,6066.0,0.4,clear
WTH_00008029,2025-12-01,13,-2.5,0.0,8.0,9169.0,0.1,clear
WTH_00008030,2025-12-01,14,-3.9,0.0,13.2,9189.0,0.14,clear
WTH_00008031,2025-12-01,15,-2.7,0.0,25.4,6481.0,0.52,clear
WTH_00008032,2025-12-01,16,-1.6,0.0,8.2,10048.0,0.54,clear
WTH_00008033,2025-12-01,17,-0.2,0.0,26.0,9001.0,0.06,clear
WTH_00008034,2025-12-01,18,0.9,0.0,2.4,7065.0,0.4,clear
WTH_00008035,2025-12-01,19,-2.3,0.0,29.7,9694.0,0.36,clear
WTH_00008036,2025-12-01,20,2.3,0.0,16.6,10165.0,0.36,clear
WTH_00008037,2025-12-01,21,3.1,0.0,7.3,9249.0,0.68,cloudy
WTH_00008038,2025-12-01,22,6.9,0.0,12.6,7234.0,0.28,clear
WTH_00008039,2025-12-01,23,9.0,0.0,5.6,11564.0,0.39,clear
WTH_00008040,2025-12-02,0,1.8,0.0,6.4,588.0,0.37,fog
WTH_00008041,2025-12-02,1,7.3,0.0,6.6,9522.0,0.32,clear
WTH_00008042,2025-12-02,2,8.4,0.0,1.6,7939.0,0.24,clear
WTH_00008043,2025-12-02,3,4.7,0.0,35.8,7849.0,0.15,clear
WTH_00008044,2025-12-02,4,8.4,0.0,4.3,8586.0,0.16,clear
WTH_00008045,2025-12-02,5,3.7,0.0,15.4,10539.0,0.23,clear
WTH_00008046,2025-12-02,6,8.3,0.0,15.3,7904.0,0.21,clear
WTH_00008047,2025-12-02,7,1.5,1.54,9.5,2684.0,0.93,snow
WTH_00008048,2025-12-02,8,4.7,0.0,19.6,9038.0,0.2,clear
WTH_00008049,2025-12-02,9,1.0,0.0,12.2,11232.0,0.38,clear
WTH_00008050,2025-12-02,10,1.3,0.0,5.4,10621.0,0.21,clear
WTH_00008051,2025-12-02,11,-2.0,0.0,26.0,10577.0,0.6,cloudy
WTH_00008052,2025-12-02,12,0.7,0.0,21.2,8131.0,0.11,clear
WTH_00008053,2025-12-02,13,-5.5,0.0,5.6,10600.0,0.34,clear
WTH_00008054,2025-12-02,14,-4.2,0.0,9.8,9465.0,0.25,clear
WTH_00008055,2025-12-02,15,-0.3,0.0,6.6,8231.0,0.05,clear
WTH_00008056,2025-12-02,16,-0.7,0.0,26.0,7884.0,0.4,clear
WTH_00008057,2025-12-02,17,-2.3,0.0,7.6,8029.0,0.08,clear
WTH_00008058,2025-12-02,18,1.4,0.0,6.0,7802.0,0.65,cloudy
WTH_00008059,2025-12-02,19,-2.2,0.0,3.2,8631.0,0.63,cloudy
WTH_00008060,2025-12-02,20,3.7,0.0,1.6,8084.0,0.67,cloudy
WTH_00008061,2025-12-02,21,4.1,0.0,13.2,9700.0,0.6,cloudy
WTH_00008062,2025-12-02,22,3.5,0.0,31.6,9871.0,0.18,clear
WTH_00008063,2025-12-02,23,3.2,0.0,19.7,9259.0,0.66,cloudy
WTH_00008064,2025-12-03,0,4.0,0.0,17.2,7860.0,0.32,clear
WTH_00008065,2025-12-03,1,5.2,0.0,5.0,6908.0,0.18,clear
WTH_00008066,2025-12-03,2,6.3,0.0,11.6,343.0,0.23,fog
WTH_00008067,2025-12-03,3,7.4,8.11,9.8,3290.0,0.62,rain
WTH_00008068,2025-12-03,4,6.1,0.0,8.6,6159.0,0.23,clear
WTH_00008069,2025-12-03,5,5.9,0.0,5.0,7605.0,0.32,clear
WTH_00008070,2025-12-03,6,4.8,0.0,12.3,9234.0,0.55,clear
WTH_00008071,2025-12-03,7,2.9,11.01,27.4,2638.0,0.59,rain
WTH_00008072,2025-12-03,8,3.1,1.55,9.6,3531.0,0.81,rain
WTH_00008073,2025-12-03,9,1.2,0.0,4.1,9538.0,0.09,clear
WTH_00008074,2025-12-03,10,-0.3,0.0,29.6,8371.0,0.31,clear
WTH_00008075,2025-12-03,11,3.6,0.0,14.4,9623.0,0.32,clear
WTH_00008076,2025-12-03,12,2.2,0.0,8.9,6522.0,0.5,clear
WTH_00008077,2025-12-03,13,-4.4,0.0,15.4,9247.0,0.38,clear
WTH_00008078,2025-12-03,14,1.0,0.0,12.7,8978.0,0.17,clear
WTH_00008079,2025-12-03,15,-0.3,0.0,9.4,6826.0,0.66,cloudy
WTH_00008080,2025-12-03,16,-0.4,0.0,9.2,10555.0,0.8,cloudy
WTH_00008081,2025-12-03,17,0.4,0.0,11.2,7885.0,0.3,clear
WTH_00008082,2025-12-03,18,-1.2,0.0,8.6,8654.0,0.36,clear
WTH_00008083,2025-12-03,19,1.6,0.0,4.7,9325.0,0.2,clear
WTH_00008084,2025-12-03,20,0.5,0.0,7.2,10478.0,0.05,clear
WTH_00008085,2025-12-03,21,-0.1,0.0,10.9,6956.0,0.34,clear
WTH_00008086,2025-12-03,22,1.0,0.0,5.2,9352.0,0.18,clear
WTH_00008087,2025-12-03,23,5.4,1.63,14.2,1662.0,0.93,rain
WTH_00008088,2025-12-04,0,6.5,0.0,8.0,7827.0,0.31,clear
WTH_00008089,2025-12-04,1,6.6,0.0,7.2,10255.0,0.17,clear
WTH_00008090,2025-12-04,2,3.5,0.0,4.9,7123.0,0.34,clear
WTH_00008091,2025-12-04,3,2.0,0.0,5.5,11693.0,0.55,clear
WTH_00008092,2025-12-04,4,3.8,0.0,14.7,11457.0,0.33,clear
WTH_00008093,2025-12-04,5,6.1,0.0,6.4,6199.0,0.08,clear
WTH_00008094,2025-12-04,6,3.4,7.55,34.7,1237.0,0.72,rain
WTH_00008095,2025-12-04,7,4.0,0.0,11.4,6117.0,0.37,clear
WTH_00008096,2025-12-04,8,3.6,0.0,12.4,8933.0,0.47,clear
WTH_00008097,2025-12-04,9,-0.9,0.0,2.9,9214.0,0.03,clear
WTH_00008098,2025-12-04,10,1.1,0.0,8.7,11869.0,0.15,clear
WTH_00008099,2025-12-04,11,-1.2,0.0,7.6,7926.0,0.35,clear
WTH_00008100,2025-12-04,12,-5.9,0.0,1.8,9475.0,0.21,clear
WTH_00008101,2025-12-04,13,2.9,0.0,4.5,6583.0,0.14,clear
WTH_00008102,2025-12-04,14,-0.2,0.0,8.6,10433.0,0.17,clear
WTH_00008103,2025-12-04,15,-4.7,0.0,16.0,9684.0,0.52,clear
WTH_00008104,2025-12-04,16,-1.5,0.0,11.0,11691.0,0.14,clear
WTH_00008105,2025-12-04,17,-4.8,0.0,15.5,11584.0,0.26,clear
WTH_00008106,2025-12-04,18,-1.4,0.0,6.7,10629.0,0.12,clear
WTH_00008107,2025-12-04,19,0.2,0.0,14.9,7780.0,0.17,clear
WTH_00008108,2025-12-04,20,2.8,0.0,23.0,11906.0,0.21,clear
WTH_00008109,2025-12-04,21,3.5,0.0,3.5,9909.0,0.1,clear
WTH_00008110,2025-12-04,22,1.3,0.0,3.8,11076.0,0.12,clear
WTH_00008111,2025-12-04,23,3.1,0.0,11.1,9368.0,0.24,clear
WTH_00008112,2025-12-05,0,3.8,0.0,26.7,8196.0,0.13,clear
WTH_00008113,2025-12-05,1,7.5,0.0,3.5,10217.0,0.41,clear
WTH_00008114,2025-12-05,2,5.8,0.0,13.8,9244.0,0.34,clear
WTH_00008115,2025-12-05,3,7.4,0.0,6.0,6614.0,0.04,clear
WTH_00008116,2025-12-05,4,8.9,0.0,13.6,8984.0,0.64,cloudy
WTH_00008117,2025-12-05,5,6.8,0.0,0.5,6596.0,0.63,cloudy
WTH_00008118,2025-12-05,6,5.6,0.0,14.1,6096.0,0.39,clear
WTH_00008119,2025-12-05,7,7.7,0.0,10.8,10694.0,0.62,cloudy
WTH_00008120,2025-12-05,8,2.3,0.0,3.6,6362.0,0.11,clear
WTH_00008121,2025-12-05,9,0.0,0.0,4.7,7983.0,0.44,clear
WTH_00008122,2025-12-05,10,-0.5,1.09,10.6,1455.0,0.75,snow
WTH_00008123,2025-12-05,11,-0.5,5.67,17.2,2620.0,0.61,snow
WTH_00008124,2025-12-05,12,-2.2,0.0,16.1,6191.0,0.07,clear
WTH_00008125,2025-12-05,13,-4.2,0.0,3.3,828.0,0.5,fog
WTH_00008126,2025-12-05,14,-5.1,0.0,19.8,7659.0,0.31,clear
WTH_00008127,2025-12-05,15,-1.2,0.0,6.9,8399.0,0.05,clear
WTH_00008128,2025-12-05,16,-0.5,0.0,14.0,6990.0,0.74,cloudy
WTH_00008129,2025-12-05,17,-1.7,0.0,16.2,11672.0,0.49,clear
WTH_00008130,2025-12-05,18,-1.2,0.0,11.5,11521.0,0.64,cloudy
WTH_00008131,2025-12-05,19,2.1,5.97,16.1,2274.0,0.59,rain
WTH_00008132,2025-12-05,20,1.6,0.0,6.1,6156.0,0.61,cloudy
WTH_00008133,2025-12-05,21,3.7,0.0,31.7,11162.0,0.58,clear
WTH_00008134,2025-12-05,22,5.2,0.0,11.9,9990.0,0.48,clear
WTH_00008135,2025-12-05,23,2.3,0.0,17.2,6822.0,0.43,clear
WTH_00008136,2025-12-06,0,5.0,3.55,42.0,1753.0,0.6,rain
WTH_00008137,2025-12-06,1,1.2,3.06,25.3,761.0,0.78,snow
WTH_00008138,2025-12-06,2,5.1,4.68,21.4,2355.0,0.91,rain
WTH_00008139,2025-12-06,3,0.8,5.81,23.7,977.0,0.6,snow
WTH_00008140,2025-12-06,4,4.5,3.99,42.4,3991.0,0.71,rain
WTH_00008141,2025-12-06,5,6.2,4.73,21.5,3386.0,1.0,rain
WTH_00008142,2025-12-06,6,6.1,5.38,36.5,2428.0,0.85,rain
WTH_00008143,2025-12-06,7,3.9,5.58,32.5,997.0,0.67,rain
WTH_00008144,2025-12-06,8,2.0,0.37,23.9,3924.0,0.84,rain
WTH_00008145,2025-12-06,9,2.4,1.73,22.5,1473.0,0.58,rain
WTH_00008146,2025-12-06,10,4.7,4.94,18.9,2945.0,0.87,rain
WTH_00008147,2025-12-06,11,1.8,5.12,32.1,2994.0,0.93,rain
WTH_00008148,2025-12-06,12,-1.9,3.82,27.4,1666.0,0.69,snow
WTH_00008149,2025-12-06,13,-1.1,2.97,37.1,1373.0,1.0,snow
WTH_00008150,2025-12-06,14,-3.3,0.8,20.8,2336.0,0.63,snow
WTH_00008151,2025-12-06,15,-4.6,5.59,30.1,1861.0,0.63,snow
WTH_00008152,2025-12-06,16,-1.2,2.71,20.8,2855.0,0.58,snow
WTH_00008153,2025-12-06,17,-4.1,11.63,34.0,1559.0,0.81,snow
WTH_00008154,2025-12-06,18,-0.7,6.07,19.1,1882.0,1.0,snow
WTH_00008155,2025-12-06,19,1.3,8.87,29.9,1490.0,0.51,snow
WTH_00008156,2025-12-06,20,-0.0,7.12,15.7,2852.0,0.79,snow
WTH_00008157,2025-12-06,21,3.2,0.69,18.5,1793.0,0.73,rain
WTH_00008158,2025-12-06,22,4.2,14.76,25.1,3958.0,0.58,storm
WTH_00008159,2025-12-06,23,5.9,2.61,34.0,1803.0,0.68,rain
WTH_00008160,2025-12-07,0,2.4,0.0,6.5,8445.0,0.08,clear
WTH_00008161,2025-12-07,1,3.6,0.0,13.9,7832.0,0.23,clear
WTH_00008162,2025-12-07,2,7.1,0.0,14.6,8035.0,0.1,clear
WTH_00008163,2025-12-07,3,5.9,0.0,7.2,6332.0,0.68,cloudy
WTH_00008164,2025-12-07,4,5.3,0.0,13.5,10148.0,0.38,clear
WTH_00008165,2025-12-07,5,7.8,0.0,16.7,9226.0,0.5,clear
WTH_00008166,2025-12-07,6,2.9,0.0,1.9,8344.0,0.05,clear
WTH_00008167,2025-12-07,7,6.4,0.0,13.3,6662.0,0.29,clear
WTH_00008168,2025-12-07,8,4.1,0.0,7.5,7395.0,0.18,clear
WTH_00008169,2025-12-07,9,1.3,0.0,10.1,7992.0,0.18,clear
WTH_00008170,2025-12-07,10,2.6,0.0,10.4,8765.0,0.36,clear
WTH_00008171,2025-12-07,11,0.3,0.0,5.5,9608.0,0.32,clear
WTH_00008172,2025-12-07,12,-0.8,0.0,16.5,10889.0,0.75,cloudy
WTH_00008173,2025-12-07,13,-1.9,0.0,20.6,10909.0,0.34,clear
WTH_00008174,2025-12-07,14,-0.9,0.0,11.4,11506.0,0.43,clear
WTH_00008175,2025-12-07,15,-0.0,0.0,17.8,9830.0,0.18,clear
WTH_00008176,2025-12-07,16,-3.1,0.0,3.9,10650.0,0.09,clear
WTH_00008177,2025-12-07,17,-7.5,0.0,2.5,9425.0,0.26,clear
WTH_00008178,2025-12-07,18,1.1,0.0,12.3,10984.0,0.28,clear
WTH_00008179,2025-12-07,19,-1.8,0.0,3.8,8524.0,0.72,cloudy
WTH_00008180,2025-12-07,20,-0.9,0.0,6.8,6023.0,0.23,clear
WTH_00008181,2025-12-07,21,-0.5,0.0,30.1,7474.0,0.31,clear
WTH_00008182,2025-12-07,22,3.7,0.0,5.6,8892.0,0.55,clear
WTH_00008183,2025-12-07,23,3.8,0.0,10.6,9311.0,0.38,clear
WTH_00008184,2025-12-08,0,2.1,3.75,25.1,3295.0,0.59,rain
WTH_00008185,2025-12-08,1,3.4,2.2,16.5,3390.0,0.6,rain
WTH_00008186,2025-12-08,2,8.2,13.3,18.0,3497.0,0.82,storm
WTH_00008187,2025-12-08,3,6.8,7.94,24.9,3704.0,1.0,rain
WTH_00008188,2025-12-08,4,5.3,1.65,19.6,1714.0,0.65,rain
WTH_00008189,2025-12-08,5,6.3,2.89,22.1,2779.0,0.76,rain
WTH_00008190,2025-12-08,6,7.5,0.47,53.5,3507.0,0.7,rain
WTH_00008191,2025-12-08,7,3.8,0.43,20.7,3609.0,0.7,rain
WTH_00008192,2025-12-08,8,2.2,3.74,18.4,2100.0,0.5,rain
WTH_00008193,2025-12-08,9,0.9,3.77,36.1,1988.0,0.66,snow
WTH_00008194,2025-12-08,10,-0.3,6.54,33.5,756.0,0.79,snow
WTH_00008195,2025-12-08,11,-0.4,4.5,25.8,1935.0,0.47,snow
WTH_00008196,2025-12-08,12,-1.8,8.76,20.6,1469.0,1.0,snow
WTH_00008197,2025-12-08,13,-0.7,1.72,28.9,1638.0,1.0,snow
WTH_00008198,2025-12-08,14,-2.8,8.45,27.6,1249.0,0.52,snow
WTH_00008199,2025-12-08,15,-0.9,5.19,22.5,594.0,1.0,snow
WTH_00008200,2025-12-08,16,-2.7,1.95,23.3,1611.0,0.5,snow
WTH_00008201,2025-12-08,17,-2.9,0.55,40.8,916.0,0.46,snow
WTH_00008202,2025-12-08,18,-5.1,3.59,32.4,1577.0,0.59,snow
WTH_00008203,2025-12-08,19,0.5,8.3,21.6,854.0,0.6,snow
WTH_00008204,2025-12-08,20,3.8,3.41,39.2,3147.0,0.65,rain
WTH_00008205,2025-12-08,21,0.3,2.91,32.6,1134.0,1.0,snow
WTH_00008206,2025-12-08,22,0.7,3.24,41.8,587.0,0.68,snow
WTH_00008207,2025-12-08,23,1.9,3.89,34.5,999.0,0.52,rain
WTH_00008208,2025-12-09,0,2.1,0.0,8.7,6868.0,0.3,clear
WTH_00008209,2025-12-09,1,2.5,0.0,15.7,6069.0,0.38,clear
WTH_00008210,2025-12-09,2,6.8,0.0,6.7,6939.0,0.16,clear
WTH_00008211,2025-12-09,3,6.7,0.0,17.0,7808.0,0.55,clear
WTH_00008212,2025-12-09,4,5.5,0.0,16.4,7611.0,0.44,clear
WTH_00008213,2025-12-09,5,6.8,0.0,4.0,6922.0,0.05,clear
WTH_00008214,2025-12-09,6,6.6,0.0,15.8,10872.0,0.22,clear
WTH_00008215,2025-12-09,7,5.2,0.0,3.1,10461.0,0.1,clear
WTH_00008216,2025-12-09,8,2.2,0.0,5.2,8865.0,0.28,clear
WTH_00008217,2025-12-09,9,0.8,0.0,0.5,6996.0,0.21,clear
WTH_00008218,2025-12-09,10,-1.4,0.0,12.0,10418.0,0.22,clear
WTH_00008219,2025-12-09,11,1.1,0.0,9.4,8079.0,0.38,clear
WTH_00008220,2025-12-09,12,-2.4,0.0,20.1,6182.0,0.49,clear
WTH_00008221,2025-12-09,13,-1.4,0.0,9.7,8887.0,0.55,clear
WTH_00008222,2025-12-09,14,0.3,0.0,21.1,9469.0,0.51,clear
WTH_00008223,2025-12-09,15,-1.1,0.0,12.8,11499.0,0.07,clear
WTH_00008224,2025-12-09,16,-3.3,0.0,7.6,7109.0,0.23,clear
WTH_00008225,2025-12-09,17,-3.6,0.0,3.7,7965.0,0.69,cloudy
WTH_00008226,2025-12-09,18,2.7,0.0,11.5,10061.0,0.25,clear
WTH_00008227,2025-12-09,19,3.1,0.0,15.4,9995.0,0.46,clear
WTH_00008228,2025-12-09,20,-0.4,0.0,11.8,9317.0,0.65,cloudy
WTH_00008229,2025-12-09,21,1.5,0.0,1.3,11219.0,0.23,clear
WTH_00008230,2025-12-09,22,3.0,0.0,16.6,10435.0,0.44,clear
WTH_00008231,2025-12-09,23,3.4,0.0,11.6,11057.0,0.46,clear
WTH_00008232,2025-12-10,0,5.5,0.0,3.8,10322.0,0.25,clear
WTH_00008233,2025-12-10,1,3.4,0.0,6.8,11459.0,0.61,cloudy
WTH_00008234,2025-12-10,2,4.3,0.0,18.1,10342.0,0.11,clear
WTH_00008235,2025-12-10,3,6.7,0.0,11.4,7683.0,0.3,clear
WTH_00008236,2025-12-10,4,6.6,0.0,20.4,9133.0,0.16,clear
WTH_00008237,2025-12-10,5,3.8,0.0,5.2,6475.0,0.26,clear
WTH_00008238,2025-12-10,6,2.7,0.0,18.4,11707.0,0.37,clear
WTH_00008239,2025-12-10,7,6.7,0.0,5.4,11695.0,0.32,clear
WTH_00008240,2025-12-10,8,5.8,0.0,11.6,8763.0,0.02,clear
WTH_00008241,2025-12-10,9,6.2,0.0,21.9,9256.0,0.24,clear
WTH_00008242,2025-12-10,10,1.9,0.0,16.6,8420.0,0.21,clear
WTH_00008243,2025-12-10,11,-3.8,0.0,1.6,11296.0,0.36,clear
WTH_00008244,2025-12-10,12,-3.4,0.0,1.8,9175.0,0.46,clear
WTH_00008245,2025-12-10,13,-0.2,0.0,7.8,10499.0,0.07,clear
WTH_00008246,2025-12-10,14,-6.0,0.0,12.8,7027.0,0.59,clear
WTH_00008247,2025-12-10,15,-4.4,0.0,21.6,10246.0,0.43,clear
WTH_00008248,2025-12-10,16,-5.1,3.0,6.8,946.0,0.59,snow
WTH_00008249,2025-12-10,17,-1.5,0.0,11.6,7411.0,0.3,clear
WTH_00008250,2025-12-10,18,1.6,0.0,18.4,6242.0,0.18,clear
WTH_00008251,2025-12-10,19,-1.6,6.95,30.4,623.0,0.76,snow
WTH_00008252,2025-12-10,20,3.5,0.0,9.1,6185.0,0.27,clear
WTH_00008253,2025-12-10,21,0.5,0.0,8.3,1032.0,0.19,fog
WTH_00008254,2025-12-10,22,4.1,0.0,16.0,11154.0,0.05,clear
WTH_00008255,2025-12-10,23,5.3,0.0,22.1,8965.0,0.25,clear
WTH_00008256,2025-12-11,0,4.8,0.0,5.5,6564.0,0.56,clear
WTH_00008257,2025-12-11,1,6.8,0.0,2.3,8391.0,0.38,clear
WTH_00008258,2025-12-11,2,7.1,0.0,6.0,6993.0,0.28,clear
WTH_00008259,2025-12-11,3,7.1,0.0,18.3,11775.0,0.44,clear
