witness_id,home_borough,total_reports,reports_with_photo,avg_statement_certainty,preferred_report_channel
WIT_00016271,Queens,14,6,0.211,mobile_app
WIT_00016272,Queens,11,7,0.423,camera_network
WIT_00016273,Queens,9,4,0.578,social_media
WIT_00016274,Manhattan,13,2,0.403,mobile_app
WIT_00016275,Brooklyn,25,11,0.458,mobile_app
WIT_00016276,Bronx,12,6,0.478,social_media
WIT_00016277,Manhattan,8,4,0.13,mobile_app
WIT_00016278,Bronx,11,7,0.257,mobile_app
WIT_00016279,Bronx,7,0,0.323,anonymous_tip
WIT_00016280,Manhattan,12,3,0.179,mobile_app
WIT_00016281,Queens,12,2,0.161,mobile_app
WIT_00016282,Brooklyn,15,2,0.12,police_scanner
WIT_00016283,Bronx,14,4,0.189,social_media
WIT_00016284,Manhattan,20,9,0.595,mobile_app
WIT_00016285,Manhattan,25,9,0.465,mobile_app
WIT_00016286,Brooklyn,14,6,0.345,police_scanner
WIT_00016287,Manhattan,19,8,0.388,mobile_app
WIT_00016288,Bronx,16,7,0.228,mobile_app
WIT_00016289,Staten_Island,6,1,0.572,mobile_app
WIT_00016290,Bronx,15,4,0.142,mobile_app
WIT_00016291,Manhattan,13,8,0.406,mobile_app
WIT_00016292,Manhattan,18,6,0.238,mobile_app
WIT_00016293,Bronx,6,2,0.461,mobile_app
WIT_00016294,Manhattan,11,2,0.263,police_scanner
WIT_00016295,Manhattan,11,2,0.274,mobile_app
WIT_00016296,Manhattan,14,4,0.243,mobile_app
WIT_00016297,Queens,21,10,0.322,social_media
WIT_00016298,Manhattan,18,7,0.312,mobile_app
WIT_00016299,Manhattan,17,5,0.316,mobile_app
WIT_00016300,Brooklyn,11,5,0.113,mobile_app
WIT_00016301,Manhattan,17,4,0.283,social_media
WIT_00016302,Manhattan,17,8,0.24,mobile_app
WIT_00016303,Brooklyn,13,7,0.567,mobile_app
WIT_00016304,Brooklyn,9,4,0.66,anonymous_tip
WIT_00016305,Brooklyn,20,9,0.357,mobile_app
WIT_00016306,Queens,17,8,0.207,mobile_app
WIT_00016307,Brooklyn,12,5,0.298,mobile_app
WIT_00016308,Manhattan,12,6,0.199,mobile_app
WIT_00016309,Queens,15,4,0.29,mobile_app
WIT_00016310,Brooklyn,23,8,0.464,mobile_app
WIT_00016311,Brooklyn,15,5,0.235,mobile_app
WIT_00016312,Queens,12,3,0.337,mobile_app
WIT_00016313,Manhattan,13,7,0.408,social_media
WIT_00016314,Bronx,8,1,0.284,mobile_app
WIT_00016315,Bronx,16,6,0.469,mobile_app
WIT_00016316,Queens,12,8,0.26,mobile_app
WIT_00016317,Queens,19,7,0.141,mobile_app
WIT_00016318,Manhattan,13,5,0.49,mobile_app
WIT_00016319,Manhattan,12,3,0.183,mobile_app
WIT_00016320,Manhattan,15,7,0.411,mobile_app
WIT_00016321,Brooklyn,13,4,0.13,mobile_app
WIT_00016322,Bronx,9,3,0.298,mobile_app
WIT_00016323,Brooklyn,15,9,0.6,mobile_app
WIT_00016324,Manhattan,10,2,0.205,mobile_app
WIT_00016325,Brooklyn,19,8,0.384,mobile_app
WIT_00016326,Manhattan,15,3,0.32,social_media
WIT_00016327,Manhattan,22,11,0.533,mobile_app
WIT_00016328,Queens,11,1,0.535,social_media
WIT_00016329,Staten_Island,3,0,0.282,police_scanner
WIT_00016330,Queens,23,8,0.508,police_scanner
WIT_00016331,Manhattan,18,7,0.325,mobile_app
WIT_00016332,Manhattan,16,2,0.473,mobile_app
WIT_00016333,Queens,12,7,0.308,mobile_app
WIT_00016334,Staten_Island,9,3,0.344,mobile_app
WIT_00016335,Queens,19,7,0.53,mobile_app
WIT_00016336,Queens,12,2,0.257,mobile_app
WIT_00016337,Manhattan,16,4,0.504,mobile_app
WIT_00016338,Manhattan,17,7,0.238,mobile_app
WIT_00016339,Manhattan,15,5,0.39,mobile_app
WIT_00016340,Queens,17,7,0.283,mobile_app
WIT_00016341,Brooklyn,13,4,0.304,mobile_app
WIT_00016342,Brooklyn,21,7,0.27,mobile_app
WIT_00016343,Bronx,8,4,0.135,mobile_app
WIT_00016344,Bronx,11,4,0.365,social_media
WIT_00016345,Staten_Island,11,5,0.349,mobile_app
WIT_00016346,Queens,18,8,0.147,mobile_app
WIT_00016347,Manhattan,13,1,0.519,mobile_app
WIT_00016348,Manhattan,10,4,0.372,mobile_app
WIT_00016349,Manhattan,14,2,0.112,mobile_app
WIT_00016350,Manhattan,19,3,0.414,mobile_app
WIT_00016351,Manhattan,19,6,0.406,mobile_app
WIT_00016352,Bronx,7,3,0.366,mobile_app
WIT_00016353,Queens,13,10,0.409,mobile_app
WIT_00016354,Bronx,7,3,0.262,mobile_app
WIT_00016355,Manhattan,19,6,0.597,mobile_app
WIT_00016356,Manhattan,19,8,0.221,mobile_app
WIT_00016357,Manhattan,15,8,0.328,mobile_app
WIT_00016358,Manhattan,11,3,0.355,anonymous_tip
WIT_00016359,Manhattan,14,7,0.369,mobile_app
WIT_00016360,Queens,17,4,0.541,mobile_app
WIT_00016361,Queens,14,4,0.376,mobile_app
WIT_00016362,Queens,10,4,0.347,mobile_app
WIT_00016363,Manhattan,13,3,0.318,mobile_app
WIT_00016364,Bronx,13,5,0.319,mobile_app
WIT_00016365,Manhattan,19,5,0.407,mobile_app
WIT_00016366,Bronx,19,6,0.382,mobile_app
WIT_00016367,Brooklyn,16,7,0.562,mobile_app
WIT_00016368,Staten_Island,10,1,0.107,mobile_app
WIT_00016369,Bronx,5,1,0.497,police_scanner
WIT_00016370,Brooklyn,17,9,0.488,police_scanner
WIT_00016371,Staten_Island,16,6,0.16,mobile_app
WIT_00016372,Queens,15,5,0.329,mobile_app
WIT_00016373,Queens,18,9,0.245,anonymous_tip
WIT_00016374,Staten_Island,16,5,0.253,anonymous_tip
WIT_00016375,Bronx,9,3,0.364,mobile_app
WIT_00016376,Brooklyn,14,7,0.385,mobile_app
WIT_00016377,Manhattan,13,6,0.321,mobile_app
WIT_00016378,Brooklyn,16,4,0.091,mobile_app
WIT_00016379,Manhattan,17,6,0.28,mobile_app
WIT_00016380,Bronx,10,2,0.276,mobile_app
WIT_00016381,Queens,14,3,0.279,mobile_app
WIT_00016382,Manhattan,16,2,0.113,mobile_app
WIT_00016383,Staten_Island,3,0,0.088,anonymous_tip
WIT_00016384,Manhattan,11,6,0.211,mobile_app
WIT_00016385,Queens,9,4,0.357,mobile_app
WIT_00016386,Manhattan,9,5,0.463,anonymous_tip
WIT_00016387,Staten_Island,7,3,0.343,mobile_app
WIT_00016388,Brooklyn,10,6,0.251,mobile_app
WIT_00016389,Queens,18,4,0.284,mobile_app
WIT_00016390,Manhattan,11,5,0.316,mobile_app
WIT_00016391,Queens,15,4,0.35,mobile_app
WIT_00016392,Manhattan,7,3,0.368,mobile_app
WIT_00016393,Brooklyn,21,7,0.451,mobile_app
WIT_00016394,Manhattan,11,9,0.294,mobile_app
WIT_00016395,Manhattan,13,6,0.436,mobile_app
WIT_00016396,Queens,12,5,0.234,mobile_app
WIT_00016397,Queens,15,10,0.129,mobile_app
WIT_00016398,Staten_Island,9,4,0.412,mobile_app
WIT_00016399,Manhattan,23,10,0.216,mobile_app
WIT_00016400,Brooklyn,13,6,0.197,mobile_app
WIT_00016401,Staten_Island,8,3,0.167,mobile_app
WIT_00016402,Manhattan,16,4,0.498,mobile_app
WIT_00016403,Bronx,10,7,0.22,police_scanner
WIT_00016404,Manhattan,15,5,0.401,mobile_app
WIT_00016405,Queens,14,6,0.319,police_scanner
WIT_00016406,Bronx,8,1,0.419,mobile_app
WIT_00016407,Brooklyn,7,0,0.256,mobile_app
WIT_00016408,Bronx,13,7,0.263,police_scanner
WIT_00016409,Brooklyn,17,7,0.452,mobile_app
WIT_00016410,Bronx,12,7,0.379,mobile_app
WIT_00016411,Manhattan,11,5,0.3,social_media
WIT_00016412,Manhattan,13,7,0.532,mobile_app
WIT_00016413,Manhattan,17,8,0.408,mobile_app
WIT_00016414,Queens,23,8,0.146,mobile_app
WIT_00016415,Brooklyn,14,5,0.156,mobile_app
WIT_00016416,Queens,15,5,0.373,mobile_app
WIT_00016417,Bronx,9,3,0.268,mobile_app
WIT_00016418,Brooklyn,12,5,0.263,mobile_app
WIT_00016419,Bronx,7,3,0.29,police_scanner
WIT_00016420,Manhattan,17,8,0.204,mobile_app
WIT_00016421,Staten_Island,5,3,0.229,social_media
WIT_00016422,Bronx,11,4,0.325,social_media
WIT_00016423,Manhattan,15,6,0.281,mobile_app
WIT_00016424,Manhattan,14,2,0.347,mobile_app
WIT_00016425,Queens,9,4,0.304,mobile_app
WIT_00016426,Brooklyn,9,2,0.386,mobile_app
WIT_00016427,Brooklyn,21,6,0.24,mobile_app
WIT_00016428,Manhattan,15,7,0.294,social_media
WIT_00016429,Staten_Island,5,3,0.427,mobile_app
WIT_00016430,Queens,13,3,0.57,mobile_app
WIT_00016431,Staten_Island,9,3,0.382,camera_network
WIT_00016432,Manhattan,12,3,0.488,mobile_app
WIT_00016433,Staten_Island,6,3,0.573,anonymous_tip
WIT_00016434,Brooklyn,12,6,0.296,mobile_app
WIT_00016435,Bronx,6,2,0.124,news_report
WIT_00016436,Staten_Island,11,4,0.222,anonymous_tip
WIT_00016437,Manhattan,14,6,0.312,mobile_app
WIT_00016438,Brooklyn,17,9,0.418,mobile_app
WIT_00016439,Queens,10,1,0.245,mobile_app
WIT_00016440,Staten_Island,6,1,0.438,mobile_app
WIT_00016441,Bronx,8,4,0.208,mobile_app
WIT_00016442,Brooklyn,15,6,0.172,mobile_app
WIT_00016443,Bronx,9,1,0.162,mobile_app
WIT_00016444,Manhattan,15,7,0.215,mobile_app
WIT_00016445,Manhattan,13,6,0.321,mobile_app
WIT_00016446,Manhattan,16,7,0.381,mobile_app
WIT_00016447,Brooklyn,11,0,0.231,mobile_app
WIT_00016448,Brooklyn,23,8,0.482,mobile_app
WIT_00016449,Manhattan,13,7,0.397,mobile_app
WIT_00016450,Staten_Island,4,1,0.156,social_media
WIT_00016451,Staten_Island,5,0,0.216,mobile_app
WIT_00016452,Brooklyn,18,8,0.417,police_scanner
WIT_00016453,Bronx,7,2,0.464,mobile_app
WIT_00016454,Brooklyn,18,8,0.274,mobile_app
WIT_00016455,Queens,18,6,0.157,mobile_app
WIT_00016456,Manhattan,15,7,0.512,mobile_app
WIT_00016457,Manhattan,19,8,0.166,mobile_app
WIT_00016458,Bronx,13,3,0.223,mobile_app
WIT_00016459,Queens,15,5,0.2,mobile_app
WIT_00016460,Queens,15,5,0.332,mobile_app
WIT_00016461,Staten_Island,6,3,0.224,mobile_app
WIT_00016462,Queens,18,5,0.41,mobile_app
WIT_00016463,Queens,22,6,0.41,mobile_app
WIT_00016464,Bronx,7,2,0.487,mobile_app
WIT_00016465,Manhattan,11,3,0.163,mobile_app
WIT_00016466,Manhattan,10,4,0.66,mobile_app
WIT_00016467,Brooklyn,19,5,0.382,social_media
WIT_00016468,Queens,11,8,0.44,mobile_app
WIT_00016469,Staten_Island,11,7,0.476,mobile_app
WIT_00016470,Brooklyn,10,2,0.318,mobile_app
WIT_00016471,Queens,18,7,0.19,mobile_app
WIT_00016472,Manhattan,15,8,0.474,mobile_app
WIT_00016473,Brooklyn,14,3,0.556,social_media
WIT_00016474,Brooklyn,19,5,0.193,anonymous_tip
WIT_00016475,Brooklyn,18,6,0.24,mobile_app
WIT_00016476,Bronx,5,1,0.245,mobile_app
WIT_00016477,Queens,15,6,0.372,mobile_app
WIT_00016478,Manhattan,17,6,0.212,mobile_app
WIT_00016479,Brooklyn,13,5,0.396,social_media
WIT_00016480,Bronx,9,7,0.196,mobile_app
WIT_00016481,Brooklyn,17,7,0.289,mobile_app
WIT_00016482,Bronx,9,1,0.347,anonymous_tip
WIT_00016483,Brooklyn,19,5,0.489,mobile_app
WIT_00016484,Bronx,15,6,0.552,mobile_app
WIT_00016485,Queens,9,3,0.108,mobile_app
WIT_00016486,Brooklyn,14,4,0.363,mobile_app
WIT_00016487,Manhattan,17,6,0.236,mobile_app
WIT_00016488,Staten_Island,6,1,0.464,mobile_app
WIT_00016489,Staten_Island,4,2,0.26,social_media
WIT_00016490,Queens,13,5,0.296,anonymous_tip
WIT_00016491,Staten_Island,9,0,0.443,anonymous_tip
WIT_00016492,Queens,16,8,0.571,mobile_app
WIT_00016493,Staten_Island,4,2,0.1,mobile_app
WIT_00016494,Staten_Island,15,8,0.22,mobile_app
WIT_00016495,Bronx,15,12,0.288,social_media
WIT_00016496,Staten_Island,8,4,0.313,mobile_app
WIT_00016497,Brooklyn,12,6,0.47,mobile_app
WIT_00016498,Brooklyn,10,4,0.136,mobile_app
WIT_00016499,Bronx,13,5,0.373,mobile_app
WIT_00016500,Staten_Island,6,0,0.297,mobile_app
WIT_00016501,Bronx,14,8,0.255,mobile_app
WIT_00016502,Manhattan,16,6,0.507,mobile_app
WIT_00016503,Queens,9,1,0.22,mobile_app
WIT_00016504,Queens,12,7,0.112,mobile_app
WIT_00016505,Queens,11,3,0.365,mobile_app
WIT_00016506,Queens,12,3,0.361,mobile_app
WIT_00016507,Bronx,12,2,0.296,anonymous_tip
WIT_00016508,Brooklyn,14,6,0.277,mobile_app
WIT_00016509,Manhattan,12,5,0.503,mobile_app
WIT_00016510,Bronx,14,4,0.376,mobile_app
WIT_00016511,Queens,9,2,0.174,mobile_app
WIT_00016512,Staten_Island,4,1,0.302,mobile_app
WIT_00016513,Brooklyn,13,5,0.354,mobile_app
WIT_00016514,Queens,11,3,0.227,mobile_app
WIT_00016515,Brooklyn,25,10,0.351,mobile_app
WIT_00016516,Queens,21,9,0.224,mobile_app
WIT_00016517,Queens,18,4,0.319,mobile_app
WIT_00016518,Queens,21,12,0.563,mobile_app
WIT_00016519,Staten_Island,7,3,0.191,mobile_app
WIT_00016520,Brooklyn,16,7,0.31,mobile_app
WIT_00016521,Queens,23,6,0.437,mobile_app
WIT_00016522,Brooklyn,17,3,0.142,mobile_app
WIT_00016523,Manhattan,17,5,0.321,mobile_app
WIT_00016524,Manhattan,13,3,0.203,mobile_app
WIT_00016525,Brooklyn,22,8,0.225,mobile_app
WIT_00016526,Manhattan,11,3,0.554,mobile_app
WIT_00016527,Manhattan,8,4,0.291,anonymous_tip
WIT_00016528,Queens,12,5,0.29,mobile_app
WIT_00016529,Brooklyn,13,4,0.438,mobile_app
WIT_00016530,Brooklyn,14,6,0.233,mobile_app
WIT_00016531,Manhattan,10,5,0.256,mobile_app
WIT_00016532,Manhattan,10,4,0.388,mobile_app
WIT_00016533,Manhattan,22,10,0.209,mobile_app
WIT_00016534,Bronx,11,3,0.538,mobile_app
WIT_00016535,Manhattan,11,6,0.305,anonymous_tip
WIT_00016536,Bronx,12,2,0.543,anonymous_tip
WIT_00016537,Manhattan,11,4,0.182,mobile_app
WIT_00016538,Brooklyn,16,4,0.318,anonymous_tip
WIT_00016539,Bronx,8,5,0.154,news_report
WIT_00016540,Queens,19,5,0.419,mobile_app
WIT_00016541,Manhattan,13,7,0.324,mobile_app
WIT_00016542,Brooklyn,12,5,0.364,mobile_app
WIT_00016543,Bronx,4,3,0.363,mobile_app
WIT_00016544,Bronx,8,3,0.361,mobile_app
WIT_00016545,Staten_Island,9,5,0.209,social_media
WIT_00016546,Staten_Island,5,3,0.344,mobile_app
WIT_00016547,Manhattan,12,4,0.271,mobile_app
WIT_00016548,Brooklyn,17,5,0.232,mobile_app
WIT_00016549,Brooklyn,20,8,0.32,mobile_app
WIT_00016550,Bronx,14,6,0.418,mobile_app
WIT_00016551,Manhattan,12,6,0.333,anonymous_tip
WIT_00016552,Brooklyn,11,3,0.502,mobile_app
WIT_00016553,Staten_Island,10,6,0.572,mobile_app
WIT_00016554,Queens,11,6,0.348,mobile_app
WIT_00016555,Manhattan,14,3,0.213,mobile_app
WIT_00016556,Brooklyn,23,9,0.237,mobile_app
WIT_00016557,Staten_Island,12,5,0.194,mobile_app
WIT_00016558,Queens,14,7,0.371,mobile_app
WIT_00016559,Bronx,15,8,0.223,social_media
WIT_00016560,Queens,14,5,0.519,mobile_app
WIT_00016561,Manhattan,11,4,0.583,anonymous_tip
WIT_00016562,Queens,17,5,0.111,mobile_app
WIT_00016563,Brooklyn,15,3,0.427,mobile_app
WIT_00016564,Manhattan,11,6,0.247,mobile_app
WIT_00016565,Brooklyn,16,8,0.223,mobile_app
WIT_00016566,Staten_Island,9,1,0.472,mobile_app
WIT_00016567,Staten_Island,3,2,0.242,news_report
WIT_00016568,Brooklyn,9,3,0.232,mobile_app
WIT_00016569,Brooklyn,19,8,0.472,mobile_app
WIT_00016570,Manhattan,17,6,0.356,police_scanner
WIT_00016571,Manhattan,21,7,0.546,social_media
WIT_00016572,Manhattan,9,3,0.215,anonymous_tip
WIT_00016573,Staten_Island,9,3,0.185,social_media
WIT_00016574,Queens,17,5,0.428,mobile_app
WIT_00016575,Bronx,9,4,0.282,mobile_app
WIT_00016576,Manhattan,13,3,0.463,mobile_app
WIT_00016577,Brooklyn,22,10,0.323,mobile_app
WIT_00016578,Queens,10,2,0.19,anonymous_tip
WIT_00016579,Manhattan,8,2,0.234,news_report
WIT_00016580,Bronx,9,3,0.314,mobile_app
WIT_00016581,Brooklyn,15,5,0.405,social_media
WIT_00016582,Brooklyn,11,5,0.266,mobile_app
WIT_00016583,Bronx,15,4,0.218,mobile_app
WIT_00016584,Bronx,8,5,0.432,mobile_app
WIT_00016585,Manhattan,17,6,0.369,camera_network
WIT_00016586,Manhattan,9,4,0.369,mobile_app
WIT_00016587,Queens,15,5,0.551,police_scanner
WIT_00016588,Manhattan,17,6,0.346,mobile_app
WIT_00016589,Manhattan,9,4,0.503,mobile_app
WIT_00016590,Manhattan,10,5,0.304,mobile_app
WIT_00016591,Manhattan,8,6,0.154,anonymous_tip
WIT_00016592,Brooklyn,9,3,0.368,mobile_app
WIT_00016593,Manhattan,12,4,0.424,mobile_app
WIT_00016594,Manhattan,20,13,0.139,mobile_app
WIT_00016595,Manhattan,16,7,0.356,anonymous_tip
WIT_00016596,Bronx,11,4,0.349,anonymous_tip
WIT_00016597,Bronx,10,5,0.228,anonymous_tip
WIT_00016598,Staten_Island,6,1,0.383,camera_network
WIT_00016599,Bronx,11,3,0.432,mobile_app
WIT_00016600,Queens,16,9,0.281,mobile_app
WIT_00016601,Queens,19,7,0.245,mobile_app
WIT_00016602,Brooklyn,14,11,0.388,mobile_app
WIT_00016603,Manhattan,22,7,0.205,mobile_app
WIT_00016604,Manhattan,21,8,0.343,mobile_app
WIT_00016605,Bronx,14,3,0.345,mobile_app
WIT_00016606,Manhattan,16,7,0.296,mobile_app
WIT_00016607,Queens,16,5,0.52,mobile_app
WIT_00016608,Bronx,10,6,0.372,anonymous_tip
WIT_00016609,Manhattan,18,4,0.435,mobile_app
WIT_00016610,Queens,17,6,0.164,social_media
WIT_00016611,Brooklyn,13,6,0.622,mobile_app
WIT_00016612,Manhattan,11,3,0.364,social_media
WIT_00016613,Bronx,10,4,0.417,mobile_app
WIT_00016614,Bronx,4,1,0.571,social_media
WIT_00016615,Bronx,9,4,0.493,social_media
WIT_00016616,Manhattan,15,6,0.467,mobile_app
WIT_00016617,Brooklyn,17,4,0.206,social_media
WIT_00016618,Brooklyn,7,2,0.185,mobile_app
WIT_00016619,Queens,13,7,0.228,mobile_app
WIT_00016620,Queens,10,3,0.523,police_scanner
WIT_00016621,Brooklyn,24,10,0.301,mobile_app
WIT_00016622,Brooklyn,13,7,0.524,mobile_app
WIT_00016623,Staten_Island,3,2,0.466,police_scanner
WIT_00016624,Brooklyn,12,5,0.267,mobile_app
WIT_00016625,Queens,12,4,0.134,mobile_app
WIT_00016626,Manhattan,17,6,0.6,mobile_app
WIT_00016627,Manhattan,16,7,0.209,mobile_app
WIT_00016628,Manhattan,16,5,0.511,mobile_app
WIT_00016629,Brooklyn,17,5,0.41,social_media
WIT_00016630,Brooklyn,17,6,0.305,mobile_app
WIT_00016631,Bronx,9,3,0.396,mobile_app
WIT_00016632,Manhattan,15,6,0.447,social_media
WIT_00016633,Manhattan,9,4,0.317,mobile_app
WIT_00016634,Manhattan,16,9,0.253,mobile_app
WIT_00016635,Bronx,9,0,0.131,mobile_app
WIT_00016636,Staten_Island,5,2,0.301,anonymous_tip
WIT_00016637,Brooklyn,12,6,0.364,anonymous_tip
WIT_00016638,Brooklyn,15,4,0.39,mobile_app
WIT_00016639,Manhattan,15,6,0.312,mobile_app
WIT_00016640,Brooklyn,12,4,0.18,mobile_app
WIT_00016641,Queens,13,6,0.113,mobile_app
WIT_00016642,Staten_Island,5,0,0.313,mobile_app
WIT_00016643,Manhattan,20,8,0.567,mobile_app
WIT_00016644,Manhattan,14,6,0.503,mobile_app
WIT_00016645,Queens,14,5,0.23,anonymous_tip
WIT_00016646,Bronx,16,5,0.182,mobile_app
WIT_00016647,Queens,10,6,0.419,mobile_app
WIT_00016648,Bronx,6,2,0.252,camera_network
WIT_00016649,Brooklyn,14,8,0.478,mobile_app
WIT_00016650,Manhattan,13,3,0.117,mobile_app
WIT_00016651,Manhattan,16,5,0.35,mobile_app
WIT_00016652,Brooklyn,10,0,0.228,mobile_app
WIT_00016653,Brooklyn,17,12,0.256,mobile_app
WIT_00016654,Brooklyn,14,6,0.219,mobile_app
WIT_00016655,Brooklyn,15,8,0.561,mobile_app
WIT_00016656,Bronx,8,2,0.245,mobile_app
WIT_00016657,Queens,17,5,0.165,mobile_app
WIT_00016658,Brooklyn,17,9,0.291,mobile_app
WIT_00016659,Queens,7,5,0.211,anonymous_tip
WIT_00016660,Manhattan,15,8,0.304,mobile_app
WIT_00016661,Manhattan,16,11,0.389,mobile_app
WIT_00016662,Brooklyn,20,8,0.171,mobile_app
WIT_00016663,Brooklyn,17,6,0.5,mobile_app
WIT_00016664,Queens,15,6,0.259,mobile_app
WIT_00016665,Manhattan,17,7,0.409,mobile_app
WIT_00016666,Manhattan,6,1,0.375,mobile_app
WIT_00016667,Manhattan,14,6,0.237,mobile_app
WIT_00016668,Bronx,6,2,0.43,mobile_app
WIT_00016669,Manhattan,16,9,0.212,police_scanner
WIT_00016670,Bronx,8,5,0.418,mobile_app
WIT_00016671,Bronx,10,3,0.217,mobile_app
WIT_00016672,Queens,13,5,0.484,mobile_app
WIT_00016673,Queens,23,10,0.202,mobile_app
WIT_00016674,Staten_Island,12,6,0.441,mobile_app
WIT_00016675,Manhattan,19,7,0.184,social_media
WIT_00016676,Staten_Island,11,4,0.217,anonymous_tip
WIT_00016677,Manhattan,9,3,0.121,mobile_app
WIT_00016678,Brooklyn,7,3,0.449,mobile_app
WIT_00016679,Staten_Island,3,2,0.434,mobile_app
WIT_00016680,Queens,11,5,0.232,police_scanner
WIT_00016681,Brooklyn,17,9,0.56,mobile_app
WIT_00016682,Bronx,12,3,0.308,mobile_app
WIT_00016683,Brooklyn,13,7,0.42,mobile_app
WIT_00016684,Queens,16,8,0.365,social_media
WIT_00016685,Brooklyn,17,10,0.427,mobile_app
WIT_00016686,Bronx,9,3,0.22,mobile_app
WIT_00016687,Queens,18,8,0.28,mobile_app
WIT_00016688,Bronx,9,4,0.24,mobile_app
WIT_00016689,Staten_Island,9,4,0.547,mobile_app
WIT_00016690,Manhattan,12,5,0.378,mobile_app
WIT_00016691,Staten_Island,4,2,0.318,mobile_app
WIT_00016692,Bronx,12,3,0.341,mobile_app
WIT_00016693,Bronx,6,4,0.277,social_media
WIT_00016694,Manhattan,13,3,0.53,mobile_app
WIT_00016695,Manhattan,12,2,0.428,mobile_app
WIT_00016696,Staten_Island,9,1,0.266,mobile_app
WIT_00016697,Queens,11,7,0.22,mobile_app
WIT_00016698,Brooklyn,11,2,0.456,mobile_app
WIT_00016699,Queens,12,5,0.302,mobile_app
WIT_00016700,Brooklyn,11,5,0.142,mobile_app
WIT_00016701,Bronx,9,4,0.246,mobile_app
WIT_00016702,Staten_Island,6,2,0.478,mobile_app
WIT_00016703,Brooklyn,15,6,0.404,mobile_app
WIT_00016704,Staten_Island,6,1,0.345,social_media
WIT_00016705,Bronx,13,5,0.441,mobile_app
WIT_00016706,Queens,15,5,0.452,mobile_app
WIT_00016707,Staten_Island,11,6,0.305,mobile_app
WIT_00016708,Brooklyn,12,4,0.325,mobile_app
WIT_00016709,Staten_Island,6,3,0.316,anonymous_tip
WIT_00016710,Manhattan,12,3,0.236,mobile_app
WIT_00016711,Manhattan,14,5,0.574,mobile_app
WIT_00016712,Queens,15,6,0.524,mobile_app
WIT_00016713,Queens,13,4,0.401,mobile_app
WIT_00016714,Queens,20,5,0.354,anonymous_tip
WIT_00016715,Manhattan,20,6,0.172,mobile_app
WIT_00016716,Manhattan,16,7,0.268,mobile_app
WIT_00016717,Brooklyn,11,2,0.37,mobile_app
WIT_00016718,Queens,15,7,0.625,mobile_app
WIT_00016719,Queens,12,3,0.282,mobile_app
WIT_00016720,Manhattan,12,3,0.266,police_scanner
WIT_00016721,Brooklyn,18,7,0.547,mobile_app
WIT_00016722,Manhattan,15,10,0.233,mobile_app
WIT_00016723,Brooklyn,20,7,0.427,mobile_app
WIT_00016724,Queens,15,7,0.265,mobile_app
WIT_00016725,Manhattan,17,7,0.172,police_scanner
WIT_00016726,Manhattan,19,6,0.464,mobile_app
WIT_00016727,Manhattan,18,8,0.312,mobile_app
WIT_00016728,Brooklyn,13,4,0.314,mobile_app
WIT_00016729,Manhattan,14,4,0.39,mobile_app
WIT_00016730,Manhattan,14,6,0.565,social_media
WIT_00016731,Staten_Island,7,3,0.337,social_media
WIT_00016732,Queens,13,0,0.533,mobile_app
WIT_00016733,Manhattan,12,5,0.522,mobile_app
WIT_00016734,Bronx,14,8,0.451,mobile_app
WIT_00016735,Manhattan,15,3,0.242,mobile_app
WIT_00016736,Manhattan,16,3,0.311,social_media
WIT_00016737,Brooklyn,21,10,0.423,mobile_app
WIT_00016738,Brooklyn,19,7,0.29,mobile_app
WIT_00016739,Staten_Island,4,0,0.259,social_media
WIT_00016740,Brooklyn,21,7,0.289,mobile_app
WIT_00016741,Brooklyn,16,9,0.466,mobile_app
WIT_00016742,Manhattan,15,6,0.34,mobile_app
WIT_00016743,Manhattan,21,8,0.462,mobile_app
WIT_00016744,Brooklyn,23,8,0.504,mobile_app
WIT_00016745,Bronx,13,0,0.365,police_scanner
WIT_00016746,Bronx,11,1,0.231,mobile_app
WIT_00016747,Queens,17,4,0.403,mobile_app
WIT_00016748,Staten_Island,6,1,0.302,mobile_app
WIT_00016749,Brooklyn,18,5,0.494,mobile_app
WIT_00016750,Brooklyn,18,7,0.211,mobile_app
WIT_00016751,Manhattan,15,1,0.349,social_media
WIT_00016752,Staten_Island,8,5,0.418,social_media
WIT_00016753,Manhattan,17,9,0.344,mobile_app
WIT_00016754,Staten_Island,2,0,0.358,mobile_app
WIT_00016755,Manhattan,19,5,0.072,social_media
WIT_00016756,Queens,14,6,0.24,mobile_app
WIT_00016757,Manhattan,13,3,0.216,mobile_app
WIT_00016758,Queens,10,4,0.292,anonymous_tip
WIT_00016759,Bronx,13,9,0.382,mobile_app
WIT_00016760,Bronx,11,4,0.372,mobile_app
WIT_00016761,Bronx,9,4,0.325,mobile_app
WIT_00016762,Manhattan,11,2,0.345,anonymous_tip
WIT_00016763,Queens,11,8,0.326,mobile_app
WIT_00016764,Queens,19,9,0.242,mobile_app
WIT_00016765,Bronx,10,5,0.434,mobile_app
WIT_00016766,Queens,15,8,0.508,mobile_app
WIT_00016767,Bronx,18,6,0.259,mobile_app
WIT_00016768,Bronx,10,4,0.415,mobile_app
WIT_00016769,Manhattan,20,9,0.174,mobile_app
WIT_00016770,Brooklyn,13,6,0.614,mobile_app
WIT_00016771,Manhattan,13,4,0.108,mobile_app
WIT_00016772,Bronx,7,4,0.291,mobile_app
WIT_00016773,Queens,15,6,0.306,mobile_app
