sequence_id,split,hist_t-5_lat,hist_t-5_lon,hist_t-5_hours_before_target,hist_t-4_lat,hist_t-4_lon,hist_t-4_hours_before_target,hist_t-3_lat,hist_t-3_lon,hist_t-3_hours_before_target,hist_t-2_lat,hist_t-2_lon,hist_t-2_hours_before_target,hist_t-1_lat,hist_t-1_lon,hist_t-1_hours_before_target,target_timestamp,target_latitude,target_longitude
SEQ_0028995,train,40.61953,-73.79088,0.495,40.756,-73.973,0.434,40.73814,-74.0044,0.319,40.74113,-74.00082,0.303,40.73282,-73.99709,0.142,2025-10-17 15:33:07.830229567,40.68504,-73.98618
SEQ_0028996,train,40.756,-73.973,0.496,40.73814,-74.0044,0.38,40.74113,-74.00082,0.364,40.73282,-73.99709,0.204,40.68504,-73.98618,0.062,2025-10-17 15:36:49.794409147,40.636,-73.98956
SEQ_0028997,train,40.73814,-74.0044,0.429,40.74113,-74.00082,0.413,40.73282,-73.99709,0.253,40.68504,-73.98618,0.111,40.636,-73.98956,0.049,2025-10-17 15:39:46.000000000,40.64218,-74.00701
SEQ_0028998,train,40.74113,-74.00082,0.473,40.73282,-73.99709,0.312,40.68504,-73.98618,0.17,40.636,-73.98956,0.108,40.64218,-74.00701,0.059,2025-10-17 15:43:19.740099244,40.6377,-73.98914
SEQ_0028999,train,40.73282,-73.99709,0.33,40.68504,-73.98618,0.188,40.636,-73.98956,0.126,40.64218,-74.00701,0.077,40.6377,-73.98914,0.018,2025-10-17 15:44:24.000000000,40.64241,-74.00776
SEQ_0029000,train,40.68504,-73.98618,0.395,40.636,-73.98956,0.333,40.64218,-74.00701,0.284,40.6377,-73.98914,0.225,40.64241,-74.00776,0.207,2025-10-17 15:56:50.000000000,40.58511,-73.9776
SEQ_0029001,train,40.636,-73.98956,0.572,40.64218,-74.00701,0.523,40.6377,-73.98914,0.464,40.64241,-74.00776,0.446,40.58511,-73.9776,0.239,2025-10-17 16:11:09.136134380,40.83865,-73.80703
SEQ_0029002,train,40.64218,-74.00701,0.56,40.6377,-73.98914,0.501,40.64241,-74.00776,0.483,40.58511,-73.9776,0.276,40.83865,-73.80703,0.037,2025-10-17 16:13:22.093103046,40.84124,-73.7975
SEQ_0029003,train,40.6377,-73.98914,0.501,40.64241,-74.00776,0.484,40.58511,-73.9776,0.276,40.83865,-73.80703,0.038,40.84124,-73.7975,0.001,2025-10-17 16:13:24.659502848,40.84177,-73.79713
SEQ_0029004,train,40.64241,-74.00776,0.717,40.58511,-73.9776,0.51,40.83865,-73.80703,0.271,40.84124,-73.7975,0.235,40.84177,-73.79713,0.234,2025-10-17 16:27:26.312227508,40.68261,-73.94387
SEQ_0029005,train,40.58511,-73.9776,0.592,40.83865,-73.80703,0.354,40.84124,-73.7975,0.317,40.84177,-73.79713,0.316,40.68261,-73.94387,0.082,2025-10-17 16:32:21.865310635,40.75274,-73.97635
SEQ_0029006,train,40.83865,-73.80703,0.404,40.84124,-73.7975,0.367,40.84177,-73.79713,0.366,40.68261,-73.94387,0.133,40.75274,-73.97635,0.051,2025-10-17 16:35:23.808118283,40.78174,-73.97152
SEQ_0029007,train,40.84124,-73.7975,0.426,40.84177,-73.79713,0.425,40.68261,-73.94387,0.191,40.75274,-73.97635,0.109,40.78174,-73.97152,0.059,2025-10-17 16:38:54.919280665,40.76217,-73.98246
SEQ_0029008,train,40.84177,-73.79713,0.447,40.68261,-73.94387,0.213,40.75274,-73.97635,0.131,40.78174,-73.97152,0.081,40.76217,-73.98246,0.022,2025-10-17 16:40:13.926270029,40.75755,-73.98522
SEQ_0029009,train,40.68261,-73.94387,0.604,40.75274,-73.97635,0.522,40.78174,-73.97152,0.471,40.76217,-73.98246,0.413,40.75755,-73.98522,0.391,2025-10-17 17:03:40.000000000,40.62373,-73.9424
SEQ_0029010,train,40.75274,-73.97635,0.539,40.78174,-73.97152,0.488,40.76217,-73.98246,0.43,40.75755,-73.98522,0.408,40.62373,-73.9424,0.017,2025-10-17 17:04:42.000000000,40.62855,-73.94694
SEQ_0029011,train,40.78174,-73.97152,0.622,40.76217,-73.98246,0.564,40.75755,-73.98522,0.542,40.62373,-73.9424,0.151,40.62855,-73.94694,0.134,2025-10-17 17:12:44.000000000,40.58161,-74.02107
SEQ_0029012,train,40.76217,-73.98246,0.662,40.75755,-73.98522,0.64,40.62373,-73.9424,0.25,40.62855,-73.94694,0.232,40.58161,-74.02107,0.099,2025-10-17 17:18:39.000000000,40.59494,-74.0032
SEQ_0029013,train,40.75755,-73.98522,0.821,40.62373,-73.9424,0.43,40.62855,-73.94694,0.413,40.58161,-74.02107,0.279,40.59494,-74.0032,0.18,2025-10-17 17:29:28.550564479,40.69909,-73.92622
SEQ_0029014,train,40.62373,-73.9424,0.436,40.62855,-73.94694,0.418,40.58161,-74.02107,0.284,40.59494,-74.0032,0.186,40.69909,-73.92622,0.005,2025-10-17 17:29:48.152474019,40.69229,-73.92525
SEQ_0029015,train,40.62855,-73.94694,0.442,40.58161,-74.02107,0.308,40.59494,-74.0032,0.209,40.69909,-73.92622,0.029,40.69229,-73.92525,0.023,2025-10-17 17:31:12.516761313,40.65667,-73.94101
SEQ_0029016,train,40.58161,-74.02107,0.398,40.59494,-74.0032,0.3,40.69909,-73.92622,0.119,40.69229,-73.92525,0.114,40.65667,-73.94101,0.09,2025-10-17 17:36:38.160823777,40.69839,-73.91824
SEQ_0029017,train,40.59494,-74.0032,0.616,40.69909,-73.92622,0.436,40.69229,-73.92525,0.431,40.65667,-73.94101,0.407,40.69839,-73.91824,0.317,2025-10-17 17:55:38.000000000,40.60843,-73.83897
SEQ_0029018,train,40.69909,-73.92622,0.485,40.69229,-73.92525,0.48,40.65667,-73.94101,0.457,40.69839,-73.91824,0.366,40.60843,-73.83897,0.049,2025-10-17 17:58:36.000000000,40.61412,-73.84913
SEQ_0029019,train,40.69229,-73.92525,0.548,40.65667,-73.94101,0.524,40.69839,-73.91824,0.434,40.60843,-73.83897,0.117,40.61412,-73.84913,0.068,2025-10-17 18:02:40.000000000,40.60155,-73.85616
SEQ_0029020,train,40.65667,-73.94101,0.56,40.69839,-73.91824,0.47,40.60843,-73.83897,0.153,40.61412,-73.84913,0.104,40.60155,-73.85616,0.036,2025-10-17 18:04:49.000000000,40.6466,-73.86741
SEQ_0029021,train,40.69839,-73.91824,0.586,40.60843,-73.83897,0.269,40.61412,-73.84913,0.22,40.60155,-73.85616,0.152,40.6466,-73.86741,0.116,2025-10-17 18:11:47.000000000,40.67592,-73.89135
SEQ_0029022,train,40.60843,-73.83897,0.331,40.61412,-73.84913,0.282,40.60155,-73.85616,0.214,40.6466,-73.86741,0.178,40.67592,-73.89135,0.062,2025-10-17 18:15:29.600975077,40.66951,-73.87914
SEQ_0029023,train,40.61412,-73.84913,0.331,40.60155,-73.85616,0.263,40.6466,-73.86741,0.228,40.67592,-73.89135,0.111,40.66951,-73.87914,0.05,2025-10-17 18:18:28.000000000,40.62902,-73.87118
SEQ_0029024,train,40.60155,-73.85616,0.444,40.6466,-73.86741,0.408,40.67592,-73.89135,0.292,40.66951,-73.87914,0.23,40.62902,-73.87118,0.18,2025-10-17 18:29:17.000000000,40.60236,-73.85615
SEQ_0029025,train,40.6466,-73.86741,0.458,40.67592,-73.89135,0.342,40.66951,-73.87914,0.28,40.62902,-73.87118,0.231,40.60236,-73.85615,0.051,2025-10-17 18:32:19.000000000,40.6047,-73.85653
SEQ_0029026,train,40.67592,-73.89135,0.478,40.66951,-73.87914,0.416,40.62902,-73.87118,0.367,40.60236,-73.85615,0.186,40.6047,-73.85653,0.136,2025-10-17 18:40:27.683824430,40.64277,-73.8573
SEQ_0029027,train,40.66951,-73.87914,0.43,40.62902,-73.87118,0.38,40.60236,-73.85615,0.2,40.6047,-73.85653,0.149,40.64277,-73.8573,0.014,2025-10-17 18:41:17.000000000,40.64616,-73.85672
SEQ_0029028,train,40.62902,-73.87118,0.423,40.60236,-73.85615,0.243,40.6047,-73.85653,0.192,40.64277,-73.8573,0.057,40.64616,-73.85672,0.043,2025-10-17 18:43:52.000000000,40.64701,-73.86423
SEQ_0029029,train,40.60236,-73.85615,0.329,40.6047,-73.85653,0.278,40.64277,-73.8573,0.143,40.64616,-73.85672,0.129,40.64701,-73.86423,0.086,2025-10-17 18:49:01.000000000,40.62763,-73.87961
SEQ_0029030,train,40.6047,-73.85653,0.418,40.64277,-73.8573,0.282,40.64616,-73.85672,0.269,40.64701,-73.86423,0.226,40.62763,-73.87961,0.14,2025-10-17 18:57:24.000000000,40.62037,-73.93814
SEQ_0029031,train,40.64277,-73.8573,0.291,40.64616,-73.85672,0.278,40.64701,-73.86423,0.234,40.62763,-73.87961,0.149,40.62037,-73.93814,0.009,2025-10-17 18:57:56.000000000,40.61237,-73.93788
SEQ_0029032,train,40.64616,-73.85672,0.35,40.64701,-73.86423,0.307,40.62763,-73.87961,0.221,40.62037,-73.93814,0.082,40.61237,-73.93788,0.073,2025-10-17 19:02:18.000000000,40.63686,-73.90452
SEQ_0029033,train,40.64701,-73.86423,0.34,40.62763,-73.87961,0.254,40.62037,-73.93814,0.114,40.61237,-73.93788,0.106,40.63686,-73.90452,0.033,2025-10-17 19:04:16.000000000,40.6402,-73.91553
SEQ_0029034,train,40.62763,-73.87961,0.323,40.62037,-73.93814,0.183,40.61237,-73.93788,0.174,40.63686,-73.90452,0.102,40.6402,-73.91553,0.069,2025-10-17 19:08:24.000000000,40.61474,-73.92504
SEQ_0029035,train,40.62037,-73.93814,0.231,40.61237,-73.93788,0.222,40.63686,-73.90452,0.149,40.6402,-73.91553,0.116,40.61474,-73.92504,0.048,2025-10-17 19:11:15.000000000,40.59459,-73.93764
SEQ_0029036,train,40.61237,-73.93788,0.302,40.63686,-73.90452,0.229,40.6402,-73.91553,0.196,40.61474,-73.92504,0.127,40.59459,-73.93764,0.08,2025-10-17 19:16:02.944455571,40.60977,-73.90664
SEQ_0029037,train,40.63686,-73.90452,0.383,40.6402,-73.91553,0.351,40.61474,-73.92504,0.282,40.59459,-73.93764,0.234,40.60977,-73.90664,0.154,2025-10-17 19:25:18.000000000,40.60792,-73.8503
SEQ_0029038,train,40.6402,-73.91553,0.375,40.61474,-73.92504,0.306,40.59459,-73.93764,0.259,40.60977,-73.90664,0.179,40.60792,-73.8503,0.025,2025-10-17 19:26:47.000000000,40.60173,-73.85572
SEQ_0029039,train,40.61474,-73.92504,0.765,40.59459,-73.93764,0.718,40.60977,-73.90664,0.638,40.60792,-73.8503,0.483,40.60173,-73.85572,0.459,2025-10-17 19:54:18.000000000,40.65428,-73.86234
SEQ_0029040,train,40.59459,-73.93764,0.751,40.60977,-73.90664,0.671,40.60792,-73.8503,0.517,40.60173,-73.85572,0.492,40.65428,-73.86234,0.034,2025-10-17 19:56:19.000000000,40.6534,-73.86104
SEQ_0029041,train,40.60977,-73.90664,0.694,40.60792,-73.8503,0.539,40.60173,-73.85572,0.515,40.65428,-73.86234,0.056,40.6534,-73.86104,0.022,2025-10-17 19:57:40.000000000,40.65812,-73.86105
SEQ_0029042,train,40.60792,-73.8503,0.586,40.60173,-73.85572,0.561,40.65428,-73.86234,0.102,40.6534,-73.86104,0.069,40.65812,-73.86105,0.046,2025-10-17 20:00:26.000000000,40.65827,-73.86098
SEQ_0029043,train,40.60173,-73.85572,0.588,40.65428,-73.86234,0.129,40.6534,-73.86104,0.096,40.65812,-73.86105,0.073,40.65827,-73.86098,0.027,2025-10-17 20:02:03.000000000,40.65177,-73.85764
SEQ_0029044,train,40.65428,-73.86234,0.172,40.6534,-73.86104,0.139,40.65812,-73.86105,0.116,40.65827,-73.86098,0.07,40.65177,-73.85764,0.043,2025-10-17 20:04:39.000000000,40.64397,-73.87657
SEQ_0029045,train,40.6534,-73.86104,0.163,40.65812,-73.86105,0.141,40.65827,-73.86098,0.094,40.65177,-73.85764,0.068,40.64397,-73.87657,0.024,2025-10-17 20:06:06.000000000,40.64164,-73.88179
SEQ_0029046,train,40.65812,-73.86105,0.37,40.65827,-73.86098,0.324,40.65177,-73.85764,0.297,40.64397,-73.87657,0.254,40.64164,-73.88179,0.229,2025-10-17 20:19:52.000000000,40.65801,-73.98442
SEQ_0029047,train,40.65827,-73.86098,0.327,40.65177,-73.85764,0.3,40.64397,-73.87657,0.256,40.64164,-73.88179,0.232,40.65801,-73.98442,0.003,2025-10-17 20:20:02.000000000,40.65828,-73.98342
SEQ_0029048,train,40.65177,-73.85764,0.461,40.64397,-73.87657,0.418,40.64164,-73.88179,0.393,40.65801,-73.98442,0.164,40.65828,-73.98342,0.161,2025-10-17 20:29:42.000000000,40.76947,-73.96373
SEQ_0029049,train,40.64397,-73.87657,0.418,40.64164,-73.88179,0.394,40.65801,-73.98442,0.165,40.65828,-73.98342,0.162,40.76947,-73.96373,0.001,2025-10-17 20:29:44.724848029,40.80985,-73.96332
SEQ_0029050,train,40.64164,-73.88179,0.447,40.65801,-73.98442,0.218,40.65828,-73.98342,0.215,40.76947,-73.96373,0.054,40.80985,-73.96332,0.053,2025-10-17 20:32:56.000000000,40.77714,-73.9808
SEQ_0029051,train,40.65801,-73.98442,0.296,40.65828,-73.98342,0.293,40.76947,-73.96373,0.132,40.80985,-73.96332,0.131,40.77714,-73.9808,0.078,2025-10-17 20:37:37.766463513,40.61547,-73.98513
SEQ_0029052,train,40.65828,-73.98342,0.317,40.76947,-73.96373,0.156,40.80985,-73.96332,0.156,40.77714,-73.9808,0.102,40.61547,-73.98513,0.024,2025-10-17 20:39:04.995318711,40.62049,-73.98138
SEQ_0029053,train,40.76947,-73.96373,0.196,40.80985,-73.96332,0.195,40.77714,-73.9808,0.142,40.61547,-73.98513,0.064,40.62049,-73.98138,0.04,2025-10-17 20:41:27.611499089,40.60697,-73.97864
SEQ_0029054,train,40.80985,-73.96332,0.241,40.77714,-73.9808,0.188,40.61547,-73.98513,0.11,40.62049,-73.98138,0.086,40.60697,-73.97864,0.046,2025-10-17 20:44:14.000000000,40.60702,-73.97546
SEQ_0029055,train,40.77714,-73.9808,0.192,40.61547,-73.98513,0.114,40.62049,-73.98138,0.09,40.60697,-73.97864,0.05,40.60702,-73.97546,0.004,2025-10-17 20:44:28.038639588,40.61103,-73.97563
SEQ_0029056,train,40.61547,-73.98513,0.208,40.62049,-73.98138,0.184,40.60697,-73.97864,0.145,40.60702,-73.97546,0.098,40.61103,-73.97563,0.094,2025-10-17 20:50:08.000000000,40.58796,-73.93562
SEQ_0029057,train,40.62049,-73.98138,0.226,40.60697,-73.97864,0.187,40.60702,-73.97546,0.141,40.61103,-73.97563,0.137,40.58796,-73.93562,0.042,2025-10-17 20:52:40.000000000,40.61089,-73.91109
SEQ_0029058,train,40.60697,-73.97864,0.294,40.60702,-73.97546,0.248,40.61103,-73.97563,0.244,40.58796,-73.93562,0.15,40.61089,-73.91109,0.108,2025-10-17 20:59:07.000000000,40.58489,-73.93415
SEQ_0029059,train,40.60702,-73.97546,0.374,40.61103,-73.97563,0.37,40.58796,-73.93562,0.276,40.61089,-73.91109,0.234,40.58489,-73.93415,0.126,2025-10-17 21:06:41.000000000,40.60658,-73.93776
SEQ_0029060,train,40.61103,-73.97563,0.395,40.58796,-73.93562,0.3,40.61089,-73.91109,0.258,40.58489,-73.93415,0.151,40.60658,-73.93776,0.024,2025-10-17 21:08:09.000000000,40.5944,-73.91626
SEQ_0029061,train,40.58796,-73.93562,0.412,40.61089,-73.91109,0.37,40.58489,-73.93415,0.263,40.60658,-73.93776,0.137,40.5944,-73.91626,0.112,2025-10-17 21:14:53.000000000,40.63897,-73.86048
SEQ_0029062,train,40.61089,-73.91109,0.41,40.58489,-73.93415,0.303,40.60658,-73.93776,0.177,40.5944,-73.91626,0.152,40.63897,-73.86048,0.04,2025-10-17 21:17:17.000000000,40.6398,-73.86654
SEQ_0029063,train,40.58489,-73.93415,0.316,40.60658,-73.93776,0.19,40.5944,-73.91626,0.166,40.63897,-73.86048,0.053,40.6398,-73.86654,0.013,2025-10-17 21:18:05.000000000,40.63602,-73.85894
SEQ_0029064,train,40.60658,-73.93776,0.262,40.5944,-73.91626,0.238,40.63897,-73.86048,0.126,40.6398,-73.86654,0.086,40.63602,-73.85894,0.072,2025-10-17 21:22:25.299431209,40.64671,-73.8906
SEQ_0029065,train,40.5944,-73.91626,0.24,40.63897,-73.86048,0.128,40.6398,-73.86654,0.088,40.63602,-73.85894,0.075,40.64671,-73.8906,0.002,2025-10-17 21:22:34.000000000,40.63491,-73.88834
SEQ_0029066,train,40.63897,-73.86048,0.272,40.6398,-73.86654,0.232,40.63602,-73.85894,0.218,40.64671,-73.8906,0.146,40.63491,-73.88834,0.144,2025-10-17 21:31:11.000000000,40.68868,-73.89662
SEQ_0029067,train,40.6398,-73.86654,0.275,40.63602,-73.85894,0.262,40.64671,-73.8906,0.189,40.63491,-73.88834,0.187,40.68868,-73.89662,0.043,2025-10-17 21:33:46.516379052,40.69125,-73.86352
SEQ_0029068,train,40.63602,-73.85894,0.375,40.64671,-73.8906,0.303,40.63491,-73.88834,0.301,40.68868,-73.89662,0.157,40.69125,-73.86352,0.114,2025-10-17 21:40:36.274799918,40.66138,-73.82579
SEQ_0029069,train,40.64671,-73.8906,0.336,40.63491,-73.88834,0.334,40.68868,-73.89662,0.19,40.69125,-73.86352,0.147,40.66138,-73.82579,0.033,2025-10-17 21:42:35.505977296,40.6682,-73.82285
SEQ_0029070,train,40.63491,-73.88834,0.334,40.68868,-73.89662,0.19,40.69125,-73.86352,0.147,40.66138,-73.82579,0.033,40.6682,-73.82285,0.0,2025-10-17 21:42:35.676238109,40.67024,-73.82531
SEQ_0029071,train,40.68868,-73.89662,0.204,40.69125,-73.86352,0.161,40.66138,-73.82579,0.047,40.6682,-73.82285,0.014,40.67024,-73.82531,0.014,2025-10-17 21:43:24.986896637,40.68194,-73.80802
SEQ_0029072,train,40.69125,-73.86352,0.19,40.66138,-73.82579,0.076,40.6682,-73.82285,0.043,40.67024,-73.82531,0.043,40.68194,-73.80802,0.029,2025-10-17 21:45:09.000000000,40.66785,-73.83082
SEQ_0029073,train,40.66138,-73.82579,0.078,40.6682,-73.82285,0.045,40.67024,-73.82531,0.045,40.68194,-73.80802,0.031,40.66785,-73.83082,0.002,2025-10-17 21:45:16.000000000,40.66522,-73.83631
SEQ_0029074,train,40.6682,-73.82285,0.045,40.67024,-73.82531,0.045,40.68194,-73.80802,0.031,40.66785,-73.83082,0.002,40.66522,-73.83631,0.001,2025-10-17 21:45:18.000000000,40.66335,-73.83819
SEQ_0029075,train,40.67024,-73.82531,0.159,40.68194,-73.80802,0.146,40.66785,-73.83082,0.117,40.66522,-73.83631,0.115,40.66335,-73.83819,0.114,2025-10-17 21:52:09.000000000,40.66631,-73.83934
SEQ_0029076,train,40.68194,-73.80802,0.161,40.66785,-73.83082,0.132,40.66522,-73.83631,0.13,40.66335,-73.83819,0.13,40.66631,-73.83934,0.016,2025-10-17 21:53:05.000000000,40.67424,-73.86653
SEQ_0029077,train,40.66785,-73.83082,0.166,40.66522,-73.83631,0.164,40.66335,-73.83819,0.163,40.66631,-73.83934,0.049,40.67424,-73.86653,0.034,2025-10-17 21:55:06.000000000,40.6604,-73.87811
SEQ_0029078,train,40.66522,-73.83631,0.223,40.66335,-73.83819,0.222,40.66631,-73.83934,0.108,40.67424,-73.86653,0.093,40.6604,-73.87811,0.059,2025-10-17 21:58:39.000000000,40.67849,-73.88127
SEQ_0029079,train,40.66335,-73.83819,0.438,40.66631,-73.83934,0.324,40.67424,-73.86653,0.309,40.6604,-73.87811,0.275,40.67849,-73.88127,0.216,2025-10-17 22:11:36.329183199,40.76472,-73.98024
SEQ_0029080,train,40.66631,-73.83934,0.341,40.67424,-73.86653,0.325,40.6604,-73.87811,0.292,40.67849,-73.88127,0.233,40.76472,-73.98024,0.017,2025-10-17 22:12:36.777526844,40.77414,-73.96981
SEQ_0029081,train,40.67424,-73.86653,0.374,40.6604,-73.87811,0.34,40.67849,-73.88127,0.281,40.76472,-73.98024,0.065,40.77414,-73.96981,0.049,2025-10-17 22:15:31.517018627,40.78704,-73.97191
SEQ_0029082,train,40.6604,-73.87811,0.37,40.67849,-73.88127,0.311,40.76472,-73.98024,0.095,40.77414,-73.96981,0.078,40.78704,-73.97191,0.03,2025-10-17 22:17:18.471753134,40.77682,-73.96644
SEQ_0029083,train,40.67849,-73.88127,0.319,40.76472,-73.98024,0.103,40.77414,-73.96981,0.086,40.78704,-73.97191,0.038,40.77682,-73.96644,0.008,2025-10-17 22:17:47.437255580,40.78098,-73.9813
SEQ_0029084,train,40.76472,-73.98024,0.116,40.77414,-73.96981,0.099,40.78704,-73.97191,0.051,40.77682,-73.96644,0.021,40.78098,-73.9813,0.013,2025-10-17 22:18:34.642118157,40.78387,-73.97456
SEQ_0029085,train,40.77414,-73.96981,0.121,40.78704,-73.97191,0.073,40.77682,-73.96644,0.043,40.78098,-73.9813,0.035,40.78387,-73.97456,0.022,2025-10-17 22:19:53.190780087,40.78232,-73.97711
SEQ_0029086,train,40.78704,-73.97191,0.101,40.77682,-73.96644,0.072,40.78098,-73.9813,0.064,40.78387,-73.97456,0.051,40.78232,-73.97711,0.029,2025-10-17 22:21:36.818669028,40.76618,-73.97114
SEQ_0029087,train,40.77682,-73.96644,0.073,40.78098,-73.9813,0.065,40.78387,-73.97456,0.051,40.78232,-73.97711,0.03,40.76618,-73.97114,0.001,2025-10-17 22:21:40.000000000,40.78603,-73.95096
SEQ_0029088,train,40.78098,-73.9813,0.12,40.78387,-73.97456,0.106,40.78232,-73.97711,0.085,40.76618,-73.97114,0.056,40.78603,-73.95096,0.055,2025-10-17 22:24:58.000000000,40.77987,-73.95892
SEQ_0029089,train,40.78387,-73.97456,0.224,40.78232,-73.97711,0.202,40.76618,-73.97114,0.173,40.78603,-73.95096,0.172,40.77987,-73.95892,0.117,2025-10-17 22:31:59.734604767,40.7164,-73.89523
SEQ_0029090,train,40.78232,-73.97711,0.234,40.76618,-73.97114,0.205,40.78603,-73.95096,0.204,40.77987,-73.95892,0.149,40.7164,-73.89523,0.032,2025-10-17 22:33:54.587837402,40.71543,-73.90801
SEQ_0029091,train,40.76618,-73.97114,0.307,40.78603,-73.95096,0.306,40.77987,-73.95892,0.251,40.7164,-73.89523,0.134,40.71543,-73.90801,0.102,2025-10-17 22:40:01.916745393,40.70857,-73.87618
SEQ_0029092,train,40.78603,-73.95096,0.544,40.77987,-73.95892,0.489,40.7164,-73.89523,0.372,40.71543,-73.90801,0.34,40.70857,-73.87618,0.238,2025-10-17 22:54:19.081548038,40.69847,-73.84789
SEQ_0029093,train,40.77987,-73.95892,0.56,40.7164,-73.89523,0.443,40.71543,-73.90801,0.411,40.70857,-73.87618,0.309,40.69847,-73.84789,0.071,2025-10-17 22:58:34.602248224,40.68862,-73.84752
SEQ_0029094,train,40.7164,-73.89523,0.45,40.71543,-73.90801,0.418,40.70857,-73.87618,0.316,40.69847,-73.84789,0.078,40.68862,-73.84752,0.007,2025-10-17 22:59:00.831659263,40.69965,-73.86267
SEQ_0029095,train,40.71543,-73.90801,0.429,40.70857,-73.87618,0.327,40.69847,-73.84789,0.089,40.68862,-73.84752,0.018,40.69965,-73.86267,0.011,2025-10-17 22:59:39.719266052,40.70156,-73.85158
SEQ_0029096,train,40.70857,-73.87618,0.346,40.69847,-73.84789,0.108,40.68862,-73.84752,0.037,40.69965,-73.86267,0.03,40.70156,-73.85158,0.019,2025-10-17 23:00:48.398084379,40.697,-73.85565
SEQ_0029097,train,40.69847,-73.84789,0.115,40.68862,-73.84752,0.044,40.69965,-73.86267,0.037,40.70156,-73.85158,0.026,40.697,-73.85565,0.007,2025-10-17 23:01:13.209754877,40.6954,-73.85911
SEQ_0029098,train,40.68862,-73.84752,0.064,40.69965,-73.86267,0.056,40.70156,-73.85158,0.046,40.697,-73.85565,0.027,40.6954,-73.85911,0.02,2025-10-17 23:02:23.904238592,40.69325,-73.86265
SEQ_0029099,train,40.69965,-73.86267,0.093,40.70156,-73.85158,0.082,40.697,-73.85565,0.063,40.6954,-73.85911,0.056,40.69325,-73.86265,0.037,2025-10-17 23:04:35.914395749,40.69514,-73.86272
SEQ_0029100,train,40.70156,-73.85158,0.103,40.697,-73.85565,0.084,40.6954,-73.85911,0.077,40.69325,-73.86265,0.058,40.69514,-73.86272,0.021,2025-10-17 23:05:51.000000000,40.64239,-73.86827
SEQ_0029101,train,40.697,-73.85565,0.098,40.6954,-73.85911,0.091,40.69325,-73.86265,0.071,40.69514,-73.86272,0.035,40.64239,-73.86827,0.014,2025-10-17 23:06:40.430722869,40.68714,-73.85015
SEQ_0029102,train,40.6954,-73.85911,0.161,40.69325,-73.86265,0.142,40.69514,-73.86272,0.105,40.64239,-73.86827,0.084,40.68714,-73.85015,0.07,2025-10-17 23:10:53.447454930,40.68263,-73.84813
SEQ_0029103,train,40.69325,-73.86265,0.21,40.69514,-73.86272,0.173,40.64239,-73.86827,0.152,40.68714,-73.85015,0.138,40.68263,-73.84813,0.068,2025-10-17 23:14:59.000000000,40.60203,-73.83669
SEQ_0029104,train,40.69514,-73.86272,0.227,40.64239,-73.86827,0.206,40.68714,-73.85015,0.192,40.68263,-73.84813,0.122,40.60203,-73.83669,0.054,2025-10-17 23:18:13.000000000,40.60561,-73.83665
SEQ_0029105,train,40.64239,-73.86827,0.404,40.68714,-73.85015,0.39,40.68263,-73.84813,0.32,40.60203,-73.83669,0.252,40.60561,-73.83665,0.198,2025-10-17 23:30:05.000000000,40.66431,-73.88818
SEQ_0029106,train,40.68714,-73.85015,0.402,40.68263,-73.84813,0.332,40.60203,-73.83669,0.264,40.60561,-73.83665,0.21,40.66431,-73.88818,0.012,2025-10-17 23:30:49.000000000,40.6632,-73.87762
SEQ_0029107,train,40.68263,-73.84813,0.501,40.60203,-73.83669,0.432,40.60561,-73.83665,0.379,40.66431,-73.88818,0.181,40.6632,-73.87762,0.169,2025-10-17 23:40:56.000000000,40.63495,-73.89451
SEQ_0029108,train,40.60203,-73.83669,0.457,40.60561,-73.83665,0.403,40.66431,-73.88818,0.205,40.6632,-73.87762,0.193,40.63495,-73.89451,0.024,2025-10-17 23:42:24.000000000,40.63884,-73.90352
SEQ_0029109,train,40.60561,-73.83665,0.636,40.66431,-73.88818,0.439,40.6632,-73.87762,0.426,40.63495,-73.89451,0.258,40.63884,-73.90352,0.233,2025-10-17 23:56:24.275375138,40.6007,-73.79325
SEQ_0029110,train,40.66431,-73.88818,0.52,40.6632,-73.87762,0.508,40.63495,-73.89451,0.339,40.63884,-73.90352,0.315,40.6007,-73.79325,0.081,2025-10-18 00:01:16.672558295,40.63305,-73.84812
SEQ_0029111,train,40.6632,-73.87762,0.727,40.63495,-73.89451,0.558,40.63884,-73.90352,0.534,40.6007,-73.79325,0.3,40.63305,-73.84812,0.219,2025-10-18 00:14:26.000000000,40.62376,-73.90446
SEQ_0029112,train,40.63495,-73.89451,0.813,40.63884,-73.90352,0.789,40.6007,-73.79325,0.555,40.63305,-73.84812,0.474,40.62376,-73.90446,0.255,2025-10-18 00:29:43.841492504,40.77284,-73.83121
SEQ_0029113,train,40.63884,-73.90352,1.102,40.6007,-73.79325,0.869,40.63305,-73.84812,0.788,40.62376,-73.90446,0.569,40.77284,-73.83121,0.314,2025-10-18 00:48:33.000000000,40.82489,-73.87056
SEQ_0029114,train,40.6007,-73.79325,1.024,40.63305,-73.84812,0.943,40.62376,-73.90446,0.723,40.77284,-73.83121,0.468,40.82489,-73.87056,0.155,2025-10-18 00:57:50.316225525,40.7379,-73.74292
SEQ_0029115,train,40.63305,-73.84812,1.108,40.62376,-73.90446,0.889,40.77284,-73.83121,0.634,40.82489,-73.87056,0.321,40.7379,-73.74292,0.166,2025-10-18 01:07:47.000000000,40.6565,-73.75392
